id,localidad,pais,temperatura,fecha_y_hora,cobertura_nubes,indice_uv,presion_atmosferica,velocidad_viento,created_at,updated_at,delta_temperatura_horaria,delta_temperatura_diaria
635,Laureles,Colombia,15.5,2024-01-04 00:00:00,Total,8.5,1011.3,14.2,2024-12-19 12:13:18,2024-12-19 12:13:18,-17.5,-17.5
636,Belen,Colombia,21.3,2024-01-04 00:00:00,Total,6.3,1019.5,1.7,2024-12-19 12:13:18,2024-12-19 12:13:18,-6.899999999999999,-6.899999999999999
637,Belen,Colombia,29.2,2024-01-05 00:00:00,Mínima,6.8,1018.5,0.2,2024-12-19 12:13:18,2024-12-19 12:13:18,7.300000000000001,7.300000000000001
638,Aranjuez,Colombia,18.3,2024-01-06 00:00:00,Total,1.6,1022.8,12.5,2024-12-19 12:13:18,2024-12-19 12:13:18,-2.8000000000000007,-2.8000000000000007
639,Laureles,Colombia,19.7,2024-01-09 00:00:00,Total,3.1,1017.0,0.1,2024-12-19 12:13:18,2024-12-19 12:13:18,-6.100000000000001,-6.100000000000001
640,Castilla,Colombia,33.7,2024-01-04 00:00:00,Total,8.2,1016.0,13.4,2024-12-19 12:13:18,2024-12-19 12:13:18,0.5,0.5
641,Laureles,Colombia,16.3,2024-01-07 00:00:00,Total,0.3,1012.0,11.8,2024-12-19 12:13:18,2024-12-19 12:13:18,-5.099999999999998,-5.099999999999998
642,Laureles,Colombia,26.0,2024-01-10 00:00:00,Total,10.3,1004.0,10.3,2024-12-19 12:13:18,2024-12-19 12:13:18,0.3999999999999986,0.3999999999999986
643,El Poblado,Colombia,27.4,2024-01-04 00:00:00,Parcial,4.3,1001.6,8.2,2024-12-19 12:13:18,2024-12-19 12:13:18,-2.5,-2.5
644,Robledo,Colombia,18.0,2024-01-05 00:00:00,Total,9.3,1000.9,12.4,2024-12-19 12:13:18,2024-12-19 12:13:18,-11.3,-11.3
645,El Poblado,Colombia,31.7,2024-01-08 00:00:00,Mínima,0.7,1007.7,1.8,2024-12-19 12:13:18,2024-12-19 12:13:18,5.399999999999999,5.399999999999999
646,Laureles,Colombia,19.7,2024-01-09 00:00:00,Total,6.9,1017.9,10.0,2024-12-19 12:13:18,2024-12-19 12:13:18,0.0,0.0
647,Belen,Colombia,22.7,2024-01-05 00:00:00,Total,0.7,1003.8,1.9,2024-12-19 12:13:18,2024-12-19 12:13:18,-6.5,-6.5
648,Belen,Colombia,21.5,2024-01-07 00:00:00,Parcial,6.3,1003.3,8.2,2024-12-19 12:13:18,2024-12-19 12:13:18,6.0,6.0
649,Laureles,Colombia,33.5,2024-01-10 00:00:00,Total,7.3,1020.0,14.6,2024-12-19 12:13:18,2024-12-19 12:13:18,7.5,7.5
650,Robledo,Colombia,15.2,2024-01-09 00:00:00,Total,5.0,1022.6,7.6,2024-12-19 12:13:18,2024-12-19 12:13:18,-11.3,-11.3
651,Castilla,Colombia,32.0,2024-01-06 00:00:00,Total,10.4,1010.9,7.3,2024-12-19 12:13:18,2024-12-19 12:13:18,16.0,16.0
652,Castilla,Colombia,34.0,2024-01-11 00:00:00,Mínima,7.9,1009.6,1.7,2024-12-19 12:13:18,2024-12-19 12:13:18,13.0,13.0
653,Buenos Aires,Colombia,34.5,2024-01-08 00:00:00,Total,9.9,1000.5,10.9,2024-12-19 12:13:18,2024-12-19 12:13:18,16.1,16.1
654,Aranjuez,Colombia,16.1,2024-01-11 00:00:00,Total,6.3,1019.0,0.7,2024-12-19 12:13:18,2024-12-19 12:13:18,-14.599999999999998,-14.599999999999998
655,Buenos Aires,Colombia,22.5,2024-01-12 00:00:00,Total,1.6,1011.0,12.2,2024-12-19 12:13:18,2024-12-19 12:13:18,-12.399999999999999,-12.399999999999999
656,Castilla,Colombia,33.2,2024-01-12 00:00:00,Total,0.5,1020.9,12.5,2024-12-19 12:13:18,2024-12-19 12:13:18,-1.0999999999999943,-1.0999999999999943
657,Belen,Colombia,17.3,2024-01-09 00:00:00,Total,9.6,1004.1,2.0,2024-12-19 12:13:18,2024-12-19 12:13:18,-16.3,-16.3
658,Buenos Aires,Colombia,23.4,2024-01-13 00:00:00,Total,5.5,1023.6,2.0,2024-12-19 12:13:18,2024-12-19 12:13:18,2.599999999999998,2.599999999999998
659,Buenos Aires,Colombia,27.6,2024-01-14 00:00:00,Total,4.4,1007.4,2.9,2024-12-19 12:13:18,2024-12-19 12:13:18,6.600000000000001,6.600000000000001
660,Buenos Aires,Colombia,19.8,2024-01-07 00:00:00,Total,1.8,1012.7,9.9,2024-12-19 12:13:18,2024-12-19 12:13:18,-1.1999999999999993,-1.1999999999999993
661,El Poblado,Colombia,34.0,2024-01-05 00:00:00,Total,9.8,1021.7,11.5,2024-12-19 12:13:18,2024-12-19 12:13:18,16.3,16.3
662,El Poblado,Colombia,16.7,2024-01-10 00:00:00,Total,4.9,1020.9,3.2,2024-12-19 12:13:18,2024-12-19 12:13:18,-1.4000000000000021,-1.4000000000000021
663,Laureles,Colombia,30.8,2024-01-06 00:00:00,Mínima,8.9,1004.9,0.9,2024-12-19 12:13:18,2024-12-19 12:13:18,10.600000000000001,10.600000000000001
664,Laureles,Colombia,32.6,2024-01-08 00:00:00,Total,7.1,1002.4,13.0,2024-12-19 12:13:18,2024-12-19 12:13:18,1.5,1.5
665,Laureles,Colombia,16.7,2024-01-15 00:00:00,Total,1.1,1003.0,10.9,2024-12-19 12:13:18,2024-12-19 12:13:18,-18.099999999999998,-18.099999999999998
666,Belen,Colombia,15.9,2024-01-13 00:00:00,Total,8.5,1016.2,3.3,2024-12-19 12:13:18,2024-12-19 12:13:18,-16.4,-16.4
667,Robledo,Colombia,27.0,2024-01-10 00:00:00,Parcial,9.5,1023.3,5.4,2024-12-19 12:13:18,2024-12-19 12:13:18,-0.6999999999999993,-0.6999999999999993
668,Belen,Colombia,34.4,2024-01-11 00:00:00,Total,2.8,1007.3,12.4,2024-12-19 12:13:18,2024-12-19 12:13:18,8.399999999999999,8.399999999999999
669,Aranjuez,Colombia,34.3,2024-01-16 00:00:00,Total,10.4,1023.7,5.4,2024-12-19 12:13:18,2024-12-19 12:13:18,18.299999999999997,18.299999999999997
670,Aranjuez,Colombia,29.9,2024-01-09 00:00:00,Total,7.2,1024.3,14.6,2024-12-19 12:13:18,2024-12-19 12:13:18,12.2,12.2
671,Castilla,Colombia,29.8,2024-01-10 00:00:00,Total,0.9,1012.9,14.4,2024-12-19 12:13:18,2024-12-19 12:13:18,4.199999999999999,4.199999999999999
672,Castilla,Colombia,18.7,2024-01-14 00:00:00,Total,6.2,1005.4,10.3,2024-12-19 12:13:18,2024-12-19 12:13:18,-2.1999999999999993,-2.1999999999999993
673,Castilla,Colombia,23.7,2024-01-15 00:00:00,Total,10.3,1024.9,11.1,2024-12-19 12:13:18,2024-12-19 12:13:18,8.2,8.2
674,Aranjuez,Colombia,32.4,2024-01-06 00:00:00,Mínima,0.7,1003.8,2.2,2024-12-19 12:13:18,2024-12-19 12:13:18,14.099999999999998,14.099999999999998
675,Belen,Colombia,23.6,2024-01-07 00:00:00,Total,9.0,1000.1,10.2,2024-12-19 12:13:18,2024-12-19 12:13:18,2.1000000000000014,2.1000000000000014
676,Robledo,Colombia,23.6,2024-01-07 00:00:00,Total,10.0,1006.5,4.0,2024-12-19 12:13:18,2024-12-19 12:13:18,7.900000000000002,7.900000000000002
677,Laureles,Colombia,19.0,2024-01-17 00:00:00,Total,4.7,1024.5,4.5,2024-12-19 12:13:18,2024-12-19 12:13:18,-5.0,-5.0
678,Buenos Aires,Colombia,30.9,2024-01-16 00:00:00,Total,4.7,1006.2,12.6,2024-12-19 12:13:18,2024-12-19 12:13:18,6.0,6.0
679,Castilla,Colombia,26.0,2024-01-12 00:00:00,Parcial,8.9,1007.0,9.4,2024-12-19 12:13:18,2024-12-19 12:13:18,-7.200000000000003,-7.200000000000003
680,Buenos Aires,Colombia,28.1,2024-01-11 00:00:00,Total,1.0,1004.1,14.4,2024-12-19 12:13:18,2024-12-19 12:13:18,-6.100000000000001,-6.100000000000001
681,Robledo,Colombia,30.9,2024-01-12 00:00:00,Total,1.9,1009.6,7.9,2024-12-19 12:13:18,2024-12-19 12:13:18,-0.5,-0.5
682,Aranjuez,Colombia,20.5,2024-01-08 00:00:00,Parcial,0.3,1019.0,9.2,2024-12-19 12:13:18,2024-12-19 12:13:18,-9.399999999999999,-9.399999999999999
683,Aranjuez,Colombia,30.7,2024-01-09 00:00:00,Mínima,4.7,1004.6,3.7,2024-12-19 12:13:18,2024-12-19 12:13:18,0.8000000000000007,0.8000000000000007
684,El Poblado,Colombia,33.6,2024-01-17 00:00:00,Total,6.7,1015.1,13.5,2024-12-19 12:13:18,2024-12-19 12:13:18,6.5,6.5
685,Buenos Aires,Colombia,18.3,2024-01-13 00:00:00,Total,8.5,1015.2,1.4,2024-12-19 12:13:18,2024-12-19 12:13:18,-5.099999999999998,-5.099999999999998
686,Aranjuez,Colombia,32.8,2024-01-13 00:00:00,Total,0.8,1013.4,8.2,2024-12-19 12:13:18,2024-12-19 12:13:18,0.8999999999999986,0.8999999999999986
687,Robledo,Colombia,23.1,2024-01-18 00:00:00,Total,4.2,1012.3,11.5,2024-12-19 12:13:18,2024-12-19 12:13:18,4.0,4.0
688,Belen,Colombia,30.1,2024-01-10 00:00:00,Total,6.1,1006.5,5.4,2024-12-19 12:13:18,2024-12-19 12:13:18,0.0,0.0
689,Aranjuez,Colombia,25.0,2024-01-19 00:00:00,Total,7.1,1017.0,14.7,2024-12-19 12:13:18,2024-12-19 12:13:18,-5.300000000000001,-5.300000000000001
690,Aranjuez,Colombia,18.0,2024-01-08 00:00:00,Total,7.9,1018.1,13.7,2024-12-19 12:13:18,2024-12-19 12:13:18,-2.5,-2.5
691,El Poblado,Colombia,27.1,2024-01-11 00:00:00,Parcial,8.6,1007.9,9.9,2024-12-19 12:13:18,2024-12-19 12:13:18,0.20000000000000284,0.20000000000000284
692,El Poblado,Colombia,19.8,2024-01-14 00:00:00,Total,4.6,1009.9,0.1,2024-12-19 12:13:18,2024-12-19 12:13:18,-7.699999999999999,-7.699999999999999
693,Castilla,Colombia,19.7,2024-01-12 00:00:00,Total,2.6,1002.1,8.5,2024-12-19 12:13:18,2024-12-19 12:13:18,-6.300000000000001,-6.300000000000001
694,Buenos Aires,Colombia,21.4,2024-01-13 00:00:00,Parcial,2.2,1000.4,8.0,2024-12-19 12:13:18,2024-12-19 12:13:18,3.099999999999998,3.099999999999998
695,Robledo,Colombia,18.2,2024-01-14 00:00:00,Total,3.5,1024.0,3.8,2024-12-19 12:13:18,2024-12-19 12:13:18,-8.100000000000001,-8.100000000000001
696,Castilla,Colombia,31.5,2024-01-18 00:00:00,Total,5.1,1003.5,12.3,2024-12-19 12:13:18,2024-12-19 12:13:18,12.899999999999999,12.899999999999999
697,Aranjuez,Colombia,26.2,2024-01-15 00:00:00,Parcial,4.5,1016.0,7.5,2024-12-19 12:13:18,2024-12-19 12:13:18,8.3,8.3
698,Castilla,Colombia,20.1,2024-01-20 00:00:00,Total,9.8,1010.0,14.9,2024-12-19 12:13:18,2024-12-19 12:13:18,-0.6999999999999993,-0.6999999999999993
699,Laureles,Colombia,22.4,2024-01-21 00:00:00,Total,0.8,1022.4,10.8,2024-12-19 12:13:18,2024-12-19 12:13:18,5.0,5.0
700,Buenos Aires,Colombia,24.1,2024-01-09 00:00:00,Total,0.6,1005.0,1.9,2024-12-19 12:13:18,2024-12-19 12:13:18,-7.0,-7.0
701,Robledo,Colombia,20.3,2024-01-16 00:00:00,Total,8.8,1014.8,12.4,2024-12-19 12:13:18,2024-12-19 12:13:18,-10.399999999999999,-10.399999999999999
702,Buenos Aires,Colombia,33.0,2024-01-14 00:00:00,Total,6.3,1001.7,8.6,2024-12-19 12:13:18,2024-12-19 12:13:18,5.399999999999999,5.399999999999999
703,Belen,Colombia,31.0,2024-01-11 00:00:00,Total,6.2,1015.3,9.9,2024-12-19 12:13:18,2024-12-19 12:13:18,-3.3999999999999986,-3.3999999999999986
704,Aranjuez,Colombia,28.8,2024-01-12 00:00:00,Mínima,8.1,1003.8,1.8,2024-12-19 12:13:18,2024-12-19 12:13:18,6.800000000000001,6.800000000000001
705,Castilla,Colombia,23.3,2024-01-15 00:00:00,Total,2.1,1000.0,14.3,2024-12-19 12:13:18,2024-12-19 12:13:18,-0.3999999999999986,-0.3999999999999986
706,Robledo,Colombia,23.4,2024-01-13 00:00:00,Total,8.1,1020.3,3.7,2024-12-19 12:13:18,2024-12-19 12:13:18,-4.5,-4.5
707,Robledo,Colombia,18.9,2024-01-14 00:00:00,Total,4.8,1004.8,10.9,2024-12-19 12:13:18,2024-12-19 12:13:18,0.6999999999999993,0.6999999999999993
708,Buenos Aires,Colombia,30.0,2024-01-16 00:00:00,Total,8.5,1019.2,14.3,2024-12-19 12:13:18,2024-12-19 12:13:18,-0.8999999999999986,-0.8999999999999986
709,Buenos Aires,Colombia,26.0,2024-01-15 00:00:00,Total,8.4,1018.8,3.9,2024-12-19 12:13:18,2024-12-19 12:13:18,9.899999999999999,9.899999999999999
710,Laureles,Colombia,23.4,2024-01-17 00:00:00,Total,9.4,1007.3,2.6,2024-12-19 12:13:18,2024-12-19 12:13:18,4.399999999999999,4.399999999999999
711,Aranjuez,Colombia,31.6,2024-01-19 00:00:00,Mínima,7.8,1017.2,1.1,2024-12-19 12:13:18,2024-12-19 12:13:18,6.600000000000001,6.600000000000001
712,Buenos Aires,Colombia,23.4,2024-01-18 00:00:00,Parcial,3.1,1000.5,7.9,2024-12-19 12:13:18,2024-12-19 12:13:18,5.099999999999998,5.099999999999998
713,Aranjuez,Colombia,24.3,2024-01-10 00:00:00,Total,5.8,1002.9,2.3,2024-12-19 12:13:18,2024-12-19 12:13:18,2.900000000000002,2.900000000000002
714,Aranjuez,Colombia,27.9,2024-01-16 00:00:00,Total,2.6,1007.7,14.0,2024-12-19 12:13:18,2024-12-19 12:13:18,-6.399999999999999,-6.399999999999999
715,Robledo,Colombia,21.6,2024-01-17 00:00:00,Parcial,6.7,1021.7,9.5,2024-12-19 12:13:18,2024-12-19 12:13:18,-4.399999999999999,-4.399999999999999
716,Belen,Colombia,26.3,2024-01-17 00:00:00,Parcial,4.4,1015.4,8.0,2024-12-19 12:13:18,2024-12-19 12:13:18,-3.3000000000000007,-3.3000000000000007
717,Robledo,Colombia,24.8,2024-01-15 00:00:00,Parcial,5.7,1005.5,9.2,2024-12-19 12:13:18,2024-12-19 12:13:18,-5.800000000000001,-5.800000000000001
718,Belen,Colombia,31.7,2024-01-18 00:00:00,Total,0.6,1002.7,6.9,2024-12-19 12:13:18,2024-12-19 12:13:18,6.5,6.5
719,Castilla,Colombia,24.2,2024-01-22 00:00:00,Total,8.9,1018.6,4.3,2024-12-19 12:13:18,2024-12-19 12:13:18,-3.6999999999999993,-3.6999999999999993
720,Laureles,Colombia,32.8,2024-01-20 00:00:00,Total,6.7,1024.6,8.2,2024-12-19 12:13:18,2024-12-19 12:13:18,10.799999999999997,10.799999999999997
721,El Poblado,Colombia,31.5,2024-01-18 00:00:00,Total,8.3,1006.8,6.8,2024-12-19 12:13:18,2024-12-19 12:13:18,5.199999999999999,5.199999999999999
722,Aranjuez,Colombia,19.1,2024-01-21 00:00:00,Total,9.0,1002.9,3.8,2024-12-19 12:13:18,2024-12-19 12:13:18,-11.0,-11.0
723,Aranjuez,Colombia,29.1,2024-01-19 00:00:00,Mínima,6.1,1001.7,4.3,2024-12-19 12:13:18,2024-12-19 12:13:18,-2.5,-2.5
724,Laureles,Colombia,29.8,2024-01-19 00:00:00,Mínima,1.1,1020.8,4.9,2024-12-19 12:13:18,2024-12-19 12:13:18,3.8000000000000007,3.8000000000000007
725,Belen,Colombia,18.2,2024-01-22 00:00:00,Total,10.5,1022.5,8.4,2024-12-19 12:13:18,2024-12-19 12:13:18,-4.300000000000001,-4.300000000000001
726,Buenos Aires,Colombia,18.0,2024-01-23 00:00:00,Total,2.4,1015.5,13.6,2024-12-19 12:13:18,2024-12-19 12:13:18,-0.5,-0.5
727,Robledo,Colombia,16.1,2024-01-20 00:00:00,Total,8.1,1020.2,4.8,2024-12-19 12:13:18,2024-12-19 12:13:18,-13.099999999999998,-13.099999999999998
728,El Poblado,Colombia,21.0,2024-01-23 00:00:00,Total,5.4,1022.1,14.3,2024-12-19 12:13:18,2024-12-19 12:13:18,5.4,5.4
729,Buenos Aires,Colombia,15.7,2024-01-24 00:00:00,Total,5.8,1017.0,7.2,2024-12-19 12:13:18,2024-12-19 12:13:18,-2.1000000000000014,-2.1000000000000014
730,Buenos Aires,Colombia,19.3,2024-01-19 00:00:00,Total,2.3,1009.5,9.1,2024-12-19 12:13:18,2024-12-19 12:13:18,2.3000000000000007,2.3000000000000007
731,Castilla,Colombia,17.5,2024-01-21 00:00:00,Total,8.9,1020.8,8.6,2024-12-19 12:13:18,2024-12-19 12:13:18,-9.0,-9.0
732,Belen,Colombia,21.6,2024-01-20 00:00:00,Total,5.7,1022.7,14.7,2024-12-19 12:13:18,2024-12-19 12:13:18,-0.3999999999999986,-0.3999999999999986
733,El Poblado,Colombia,21.5,2024-01-24 00:00:00,Total,2.1,1024.8,12.4,2024-12-19 12:13:18,2024-12-19 12:13:18,5.6,5.6
734,Castilla,Colombia,15.9,2024-01-16 00:00:00,Total,4.7,1017.2,2.5,2024-12-19 12:13:18,2024-12-19 12:13:18,-0.5999999999999996,-0.5999999999999996
735,Belen,Colombia,31.1,2024-01-17 00:00:00,Total,10.2,1021.7,6.7,2024-12-19 12:13:18,2024-12-19 12:13:18,4.800000000000001,4.800000000000001
736,Buenos Aires,Colombia,16.1,2024-01-22 00:00:00,Total,2.6,1006.2,8.0,2024-12-19 12:13:18,2024-12-19 12:13:18,-17.299999999999997,-17.299999999999997
737,Robledo,Colombia,24.2,2024-01-25 00:00:00,Total,5.6,1017.7,3.4,2024-12-19 12:13:18,2024-12-19 12:13:18,8.399999999999999,8.399999999999999
738,Aranjuez,Colombia,27.3,2024-01-25 00:00:00,Total,6.5,1006.8,12.1,2024-12-19 12:13:18,2024-12-19 12:13:18,11.4,11.4
739,Castilla,Colombia,18.1,2024-01-21 00:00:00,Total,5.5,1021.1,3.6,2024-12-19 12:13:18,2024-12-19 12:13:18,0.6000000000000014,0.6000000000000014
740,Castilla,Colombia,24.1,2024-01-23 00:00:00,Parcial,8.4,1003.0,9.1,2024-12-19 12:13:18,2024-12-19 12:13:18,0.8000000000000007,0.8000000000000007
741,Buenos Aires,Colombia,26.0,2024-01-26 00:00:00,Total,7.2,1004.6,10.2,2024-12-19 12:13:18,2024-12-19 12:13:18,8.899999999999999,8.899999999999999
742,El Poblado,Colombia,22.9,2024-01-26 00:00:00,Parcial,0.7,1001.3,7.0,2024-12-19 12:13:18,2024-12-19 12:13:18,0.3999999999999986,0.3999999999999986
743,Robledo,Colombia,18.5,2024-01-24 00:00:00,Total,5.2,1021.6,4.8,2024-12-19 12:13:18,2024-12-19 12:13:18,-10.8,-10.8
744,Belen,Colombia,19.8,2024-01-11 00:00:00,Total,7.3,1012.5,12.9,2024-12-19 12:13:18,2024-12-19 12:13:18,-11.2,-11.2
745,Laureles,Colombia,16.6,2024-01-27 00:00:00,Total,3.9,1004.6,14.2,2024-12-19 12:13:18,2024-12-19 12:13:18,-9.0,-9.0
746,Aranjuez,Colombia,27.7,2024-01-20 00:00:00,Parcial,6.5,1007.1,8.6,2024-12-19 12:13:18,2024-12-19 12:13:18,-1.5,-1.5
747,Castilla,Colombia,27.9,2024-01-18 00:00:00,Total,5.0,1006.9,2.7,2024-12-19 12:13:18,2024-12-19 12:13:18,-3.6000000000000014,-3.6000000000000014
748,Belen,Colombia,26.7,2024-01-12 00:00:00,Total,7.2,1020.9,4.3,2024-12-19 12:13:18,2024-12-19 12:13:18,7.199999999999999,7.199999999999999
749,El Poblado,Colombia,24.3,2024-01-27 00:00:00,Parcial,5.4,1001.9,6.7,2024-12-19 12:13:18,2024-12-19 12:13:18,-0.3999999999999986,-0.3999999999999986
750,Laureles,Colombia,18.8,2024-01-25 00:00:00,Total,4.2,1024.8,0.8,2024-12-19 12:13:18,2024-12-19 12:13:18,-10.899999999999999,-10.899999999999999
751,Robledo,Colombia,15.2,2024-01-22 00:00:00,Total,0.0,1017.2,2.8,2024-12-19 12:13:18,2024-12-19 12:13:18,-17.500000000000004,-17.500000000000004
752,Castilla,Colombia,23.7,2024-01-23 00:00:00,Total,4.2,1007.6,12.3,2024-12-19 12:13:18,2024-12-19 12:13:18,-0.40000000000000213,-0.40000000000000213
753,Castilla,Colombia,19.1,2024-01-24 00:00:00,Total,6.3,1022.2,6.9,2024-12-19 12:13:18,2024-12-19 12:13:18,3.1000000000000014,3.1000000000000014
754,El Poblado,Colombia,22.7,2024-01-25 00:00:00,Total,4.0,1015.8,2.9,2024-12-19 12:13:18,2024-12-19 12:13:18,-7.5,-7.5
755,Robledo,Colombia,24.0,2024-01-28 00:00:00,Total,8.8,1023.1,14.3,2024-12-19 12:13:18,2024-12-19 12:13:18,1.5,1.5
756,Robledo,Colombia,26.6,2024-01-28 00:00:00,Total,1.8,1006.6,4.9,2024-12-19 12:13:18,2024-12-19 12:13:18,2.6000000000000014,2.6000000000000014
757,Belen,Colombia,25.2,2024-01-21 00:00:00,Total,8.3,1024.7,2.4,2024-12-19 12:13:18,2024-12-19 12:13:18,8.599999999999998,8.599999999999998
758,Laureles,Colombia,31.0,2024-01-26 00:00:00,Total,6.4,1012.5,10.8,2024-12-19 12:13:18,2024-12-19 12:13:18,14.899999999999999,14.899999999999999
759,Buenos Aires,Colombia,32.4,2024-01-29 00:00:00,Total,1.7,1015.9,8.0,2024-12-19 12:13:18,2024-12-19 12:13:18,12.799999999999997,12.799999999999997
760,Buenos Aires,Colombia,15.8,2024-01-13 00:00:00,Total,3.1,1016.8,12.6,2024-12-19 12:13:18,2024-12-19 12:13:18,-5.599999999999998,-5.599999999999998
761,El Poblado,Colombia,25.4,2024-01-22 00:00:00,Total,1.9,1004.0,11.9,2024-12-19 12:13:18,2024-12-19 12:13:18,-2.700000000000003,-2.700000000000003
762,Robledo,Colombia,20.9,2024-01-19 00:00:00,Parcial,6.7,1018.0,8.7,2024-12-19 12:13:18,2024-12-19 12:13:18,1.0,1.0
763,Buenos Aires,Colombia,29.8,2024-01-14 00:00:00,Total,10.3,1007.6,12.6,2024-12-19 12:13:18,2024-12-19 12:13:18,-3.1999999999999993,-3.1999999999999993
764,Laureles,Colombia,16.7,2024-01-15 00:00:00,Total,6.5,1023.5,0.9,2024-12-19 12:13:18,2024-12-19 12:13:18,0.0,0.0
765,El Poblado,Colombia,29.6,2024-01-20 00:00:00,Total,4.2,1011.3,14.9,2024-12-19 12:13:18,2024-12-19 12:13:18,-4.600000000000001,-4.600000000000001
766,Aranjuez,Colombia,18.7,2024-01-29 00:00:00,Total,5.6,1000.7,2.8,2024-12-19 12:13:18,2024-12-19 12:13:18,-5.699999999999999,-5.699999999999999
767,Castilla,Colombia,33.5,2024-01-21 00:00:00,Total,8.7,1011.4,14.4,2024-12-19 12:13:18,2024-12-19 12:13:18,15.399999999999999,15.399999999999999
768,Robledo,Colombia,15.5,2024-01-23 00:00:00,Total,8.2,1006.6,4.5,2024-12-19 12:13:18,2024-12-19 12:13:18,-10.399999999999999,-10.399999999999999
769,Laureles,Colombia,17.9,2024-01-26 00:00:00,Total,3.4,1003.4,2.8,2024-12-19 12:13:18,2024-12-19 12:13:18,-13.100000000000001,-13.100000000000001
770,Robledo,Colombia,29.6,2024-01-30 00:00:00,Total,9.2,1012.7,12.8,2024-12-19 12:13:18,2024-12-19 12:13:18,10.5,10.5
771,Robledo,Colombia,21.4,2024-01-31 00:00:00,Parcial,5.3,1010.3,9.9,2024-12-19 12:13:18,2024-12-19 12:13:18,-8.200000000000003,-8.200000000000003
772,El Poblado,Colombia,30.2,2024-01-30 00:00:00,Total,7.7,1022.9,9.6,2024-12-19 12:13:18,2024-12-19 12:13:18,-2.0000000000000036,-2.0000000000000036
773,Laureles,Colombia,16.0,2024-01-27 00:00:00,Total,9.9,1006.9,10.7,2024-12-19 12:13:18,2024-12-19 12:13:18,-0.6000000000000014,-0.6000000000000014
774,El Poblado,Colombia,24.7,2024-01-31 00:00:00,Total,3.6,1022.6,0.2,2024-12-19 12:13:18,2024-12-19 12:13:18,6.199999999999999,6.199999999999999
775,Robledo,Colombia,29.6,2024-02-01 00:00:00,Total,0.7,1017.2,5.2,2024-12-19 12:13:18,2024-12-19 12:13:18,-1.1999999999999993,-1.1999999999999993
776,Aranjuez,Colombia,18.4,2024-01-16 00:00:00,Total,7.8,1009.4,2.4,2024-12-19 12:13:18,2024-12-19 12:13:18,-9.5,-9.5
777,Robledo,Colombia,25.7,2024-01-28 00:00:00,Total,7.5,1008.7,13.8,2024-12-19 12:13:18,2024-12-19 12:13:18,-0.9000000000000021,-0.9000000000000021
778,Buenos Aires,Colombia,28.2,2024-01-24 00:00:00,Total,3.8,1006.9,8.7,2024-12-19 12:13:18,2024-12-19 12:13:18,12.5,12.5
779,El Poblado,Colombia,31.7,2024-01-22 00:00:00,Total,8.8,1009.8,10.7,2024-12-19 12:13:18,2024-12-19 12:13:18,6.300000000000001,6.300000000000001
780,Belen,Colombia,29.4,2024-01-27 00:00:00,Total,3.1,1018.5,7.1,2024-12-19 12:13:18,2024-12-19 12:13:18,13.799999999999999,13.799999999999999
781,Robledo,Colombia,17.9,2024-01-29 00:00:00,Total,8.5,1003.4,2.1,2024-12-19 12:13:18,2024-12-19 12:13:18,1.5999999999999979,1.5999999999999979
782,Buenos Aires,Colombia,29.4,2024-01-30 00:00:00,Total,5.4,1012.9,6.0,2024-12-19 12:13:18,2024-12-19 12:13:18,2.099999999999998,2.099999999999998
783,Aranjuez,Colombia,23.9,2024-01-17 00:00:00,Total,0.7,1019.4,3.6,2024-12-19 12:13:18,2024-12-19 12:13:18,-2.200000000000003,-2.200000000000003
784,Aranjuez,Colombia,33.0,2024-01-18 00:00:00,Total,4.7,1009.5,13.4,2024-12-19 12:13:18,2024-12-19 12:13:18,16.2,16.2
785,Robledo,Colombia,16.1,2024-01-25 00:00:00,Total,7.4,1000.6,6.6,2024-12-19 12:13:18,2024-12-19 12:13:18,-8.099999999999998,-8.099999999999998
786,El Poblado,Colombia,27.4,2024-02-02 00:00:00,Total,7.4,1024.1,1.4,2024-12-19 12:13:18,2024-12-19 12:13:18,-6.700000000000003,-6.700000000000003
787,Laureles,Colombia,33.9,2024-02-01 00:00:00,Mínima,9.5,1015.2,2.1,2024-12-19 12:13:18,2024-12-19 12:13:18,18.5,18.5
788,Aranjuez,Colombia,34.8,2024-01-23 00:00:00,Mínima,7.9,1020.4,3.8,2024-12-19 12:13:18,2024-12-19 12:13:18,13.899999999999999,13.899999999999999
789,Castilla,Colombia,22.1,2024-01-31 00:00:00,Total,0.1,1007.3,12.3,2024-12-19 12:13:18,2024-12-19 12:13:18,5.700000000000003,5.700000000000003
790,Belen,Colombia,34.3,2024-01-26 00:00:00,Total,4.0,1022.9,12.5,2024-12-19 12:13:18,2024-12-19 12:13:18,5.699999999999996,5.699999999999996
791,Aranjuez,Colombia,16.5,2024-01-28 00:00:00,Total,2.1,1020.3,4.1,2024-12-19 12:13:18,2024-12-19 12:13:18,-8.100000000000001,-8.100000000000001
792,Castilla,Colombia,32.5,2024-01-27 00:00:00,Mínima,3.7,1013.8,2.8,2024-12-19 12:13:18,2024-12-19 12:13:18,7.600000000000001,7.600000000000001
793,Buenos Aires,Colombia,22.6,2024-02-03 00:00:00,Parcial,4.6,1016.9,5.0,2024-12-19 12:13:18,2024-12-19 12:13:18,4.400000000000002,4.400000000000002
